2026-01-16 11:19:05 | INFO     | setup_file_logger         | 日志文件: C:\Ruibin_Ningh\program\Notion-Files-Management\logs\upload_20260116_111905.log
2026-01-16 11:19:26 | INFO     | set_page                  | 切换到页面: 2e4644ea-d11a-800d-bb89-fb9f02fc2e96
2026-01-16 11:19:26 | DEBUG    | _api_request              | [POST:pages:0] 开始请求: https://api.notion.com/v1/pages
2026-01-16 11:19:26 | DEBUG    | _api_request              | [POST:pages:0] 请求数据: {'parent': {'page_id': '2e4644ea-d11a-800d-bb89-fb9f02fc2e96'}, 'properties': {'title': {'title': [{'type': 'text', 'text': {'content': '7年级培优课'}}]}}}
2026-01-16 11:19:28 | DEBUG    | _api_request              | [POST:pages:0] ✓ 成功 (HTTP 200, 1.26s)
2026-01-16 11:19:28 | DEBUG    | _api_request              | [POST:pages:0] 开始请求: https://api.notion.com/v1/pages
2026-01-16 11:19:28 | DEBUG    | _api_request              | [POST:pages:0] 请求数据: {'parent': {'page_id': '2ea644ea-d11a-81e1-8907-c9f09d5f57c0'}, 'properties': {'title': {'title': [{'type': 'text', 'text': {'content': '7年级培优课—数学（重点！）'}}]}}}
2026-01-16 11:19:28 | DEBUG    | _api_request              | [POST:pages:0] ✓ 成功 (HTTP 200, 0.42s)
2026-01-16 11:19:28 | DEBUG    | _api_request              | [POST:pages:0] 开始请求: https://api.notion.com/v1/pages
2026-01-16 11:19:28 | DEBUG    | _api_request              | [POST:pages:0] 请求数据: {'parent': {'page_id': '2ea644ea-d11a-81e1-8907-c9f09d5f57c0'}, 'properties': {'title': {'title': [{'type': 'text', 'text': {'content': '7年级培优课—英语（重点）'}}]}}}
2026-01-16 11:19:28 | DEBUG    | _api_request              | [POST:pages:0] ✓ 成功 (HTTP 200, 0.40s)
2026-01-16 11:19:28 | DEBUG    | _api_request              | [POST:pages:0] 开始请求: https://api.notion.com/v1/pages
